"

University of Santo Tomas, EXPLAIN!

Sobrang lala ng management nyo ng opening ceremony ng UAAP S88!

UNANG UNA. 3:30 nakapila na kami sa gate. Ang announcement, 6:30 pm magsasara ang gates pero 5:30 pa lang isinara nyo na kaya daan-daang estudyante AT ATHLETES ang nastranded sa España. Sinimulan nyo ang program na maraming kabataan ang nasa labas. 

PANGALAWA. 6:30 na. Sumisigaw na kami na buksan ang gate kasi nagkakastampede na sa Gate 2. Pati mga atleta hindi nyo pinapasok kahit nagmamakaawa na. MGA SECURITY GUARDS NYO, PINAGTATAWANAN PA KAMI. 

PANGATLO. 7pm na. NAGSSTAMPEDE NA ANG TAO SA GATE 1 KASI DOON KAMI ITINURO. Inabutan na kami ng ulan pero yung mga security guards nyo, galit pa. Yung mga organizers nyo, nanonood lang. 

Yung kasama ko, hinimatay— nagcollapse na. Aba, pati companion ayaw nyong pasamahin kung hindi pa pipilitin ng mga tao sa likod? 

UST, THIS IS NOT SOMETHING YOU CAN SIMPLY PUT OFF AS AN OVERFLOW NG CROWD. 

YOU PRINTED LOTS OF TICKETS PERO ANG SAGOT NG MGA GUARDS, PUNO NA PO? Hindi nyo naestimate ang crowd na pupunta sa inyo?

INUULAN NA KAMI SA TABI NG ESPAÑA, YUNG ILAN AY NASA HIGHWAY NA PERO SINARA NYO YUNG GATE DAHIL KASALANAN DAW NG MGA NASA LABAS? Lahat kami may tickets, at lahat kami matiyagang pumila UNTIL NAGDECIDE KAYO NA ISARA ANG GATES UNANNOUNCED.

Inagahan nyo ang cut-off ng entrance; HINDI kayo nagannounce kung magpapapasok pa ba kayo o hindi para makauwi na ang iba; AT TINATAWANAN PA NG IBA NYONG GUARD habang nakikiusap at nababasa sa ulan ang mga estudyante.

UNACCEPTABLE.

#UAAPS88

",_sent_compound,_sent_pos,_sent_neu,_sent_neg,_sent_category
"

SAN PO MAKAKABILI TICKETS FOR UAAP OPENING? AND IF GUSTO NIYO IBENTA TICKETS NIYO, SAMIN NALANG. PLS PLS PLS. THANKS HEHE

",0.9996825629932573,0.9998326287952757,1.7304040715388098e-05,0.00015006716400894164,Strong Positive
"

hindi ba mukhang tanga pumunta magisa sa ust lightshow mamayang 6pm? hahaha ayaw ako samahan ng friends ko

",-0.9999536522409471,1.4518878742819652e-05,1.7310001567238942e-05,0.9999681711196899,Strong Negative
"

WOAHH UE DAWN nagpost ng basketball women's team, im in love!!! SOBRANG ANGASSS  Sina Kayla Louise at Rachel ay nahagip ng mga mata ko ang ganda na aray kohhh

",-2.5890849428833462e-05,1.52529808643349e-05,0.9999436031891226,4.1143830013093326e-05,Neutral
"

need dw b ng ticket sa opening bukas

",-0.2176962562080007,0.00023882908863015473,0.781826085614739,0.21793508529663086,Negative
"

Libre po ba ticket sa opening ng uaap or may bayad?

",0.9995848348899017,0.9996003434800903,0.000384140553144865,1.551596676481808e-05,Strong Positive
"

Sa mga kasabay po namin sa light show sa ust kanina, papost naman po ng picture. Thank youu po!!!

",5.259524914436042e-05,6.157378084026277e-05,0.9999294476874638,8.978531695902348e-06,Neutral
"

sa crush ko dyan oh pwede wag puro acads pag-usapan natin at mag bb time nalang?

",-0.9808852486312389,0.00955291399680707,8.990367245930759e-06,0.990438095635947,Strong Negative
"

hi! may nakakuha po ba na student nung ticket for UAAP opening ceremony? 

",0.9996246393420734,0.9998027008738197,1.9170249815927413e-05,0.0001781288763643548,Strong Positive
"

jho ako nalang ulit jho

",0.9999200864704108,0.9999339580535889,5.217036323301727e-05,1.3871583178115543e-05,Strong Positive
"

omg guysss recommend nga kau ng gl series HAHAHAHAHH puro over the top tong mga thai na napapanood ko eh....ano sana yung kasing wholesome at cute nitong dalawa WAHAHAHHAA

",-0.0002011245542234974,2.0500387108768336e-05,0.999757874671559,0.00022162494133226573,Neutral
"

ang hirap mag aral kung puro pera iniisip mo hahaha sometimes i feel like education is becoming a privilege sa sobrang mahal ng tuition

",-0.9997749418098465,5.415073844138084e-06,0.00021428565598639266,0.9997802992701694,Strong Negative
"

Need ba talaga ticket para bukas? saan kami makakuha ng uaap opening tickets hahaha luge favorite child manila campus di namigay sa caloocan 

",9.510385189059889e-05,0.00010465189552633092,0.9998858000608379,9.548043635732029e-06,Neutral
"

saan may masarap na kainan sa ue cal? pls sawang-sawa na ko sa mac cheesy bites tsaka cpk awa na lang sana

",0.37396693462505937,0.3757723271846771,0.6224222802557051,0.0018053925596177578,Positive
"

habang tumatagal, naiinis ako sa classmate ko. may isa akong classmate quiet lang siya and parang may sariling mundo talaga. then tinanong siya nung classmate kung bakit ang tahimik hindi manlang daw mag react. baka naman kasi nahihiya pa? or tahimik talaga? nakalugar naman pagiging nonchalant ng classmate ko so wala sakin yon. bakit naman kasi lagi mo pinapansin bawat kilos niya hahahahaha.

",-0.9999544980883002,1.3315403382880205e-05,1.8881486343587162e-05,0.9999678031102736,Strong Negative
"

hello sa mga nag aaral sa UE, maganda ba dyan?

",0.14104007927744533,0.14106054604053497,0.8589189871963754,2.046676308964379e-05,Positive
"

Random rant. UE is actually not bad when it comes to ratings sa mga licensure exams. It's a powerhouse for dentistry too. But it's so disappointing lang na the university mismo ang nagti-treat sa students as inferiors. Sa athletes palang halata na na hindi nila pinapahalagahan yung iba tapos yung issue about the graduation. It's time for the higher ups to bring back UE's pride. Spoil the students when it comes to facilities, invest back on us, hindi na one sided lang ang relationship dito kasi students ang nagrerepresent sa school niyo. If we see real changes, kahit magtaas siguro tuition hindi gaano sasama loob namin pero ang dating kasi piniperahan niyo nalang yung students. Trust us too, at the end of the day students and education system ang magbibigay ng pride sa school na 'to hindi yung mga connections niyo. Sad din kasi ang daming magagaling na profs pero dahil sa daming kapalpakan, natatabunan ng negativity yung school. Sumabay naman kayo sa mataas na tuition niyo. It won't hurt to risk and for once trust the students. Make us proud again na ito ang alma matter namin.

",-0.3532855845787708,2.1155941800748774e-05,0.6466721338147953,0.353306710243404,Negative
"

ngayong graduate na ko, ngayon ko lang narealize na wala pa pala akong alumni card HAHAHAHA 

pano ba kumuha nyan? pa-avail naman oh 

",0.9834116429410642,0.9835684741939044,0.016274679198064683,0.00015684660803095307,Strong Positive
"

Bakit hindi na siya Semi Kalbo :(((((. PLEASE CRUSH ANG BAGAY SAYO SEMI KALBO NA MAY AHIT KILAY WAG YUNG PANG SAKRISTAN NA BUHOK MAS BAGAY SAYO YUNG KALBO :(((( NA PARA BANG MANINIRA KA NG RELASYON AT WALANG MATINONG GAGAWIN :((( BRING BACK KALBONATICS!

",-0.9999339065216191,1.1257205187575892e-05,4.357906800578348e-05,0.9999451637268066,Strong Negative
"

Bakit tahimik ang USC? Wala man lang ba silang inilabas na pahayag tungkol sa isyu ng bansa? Kahit post?

",-0.940926093608141,0.02951304242014885,4.782155156135559e-05,0.9704391360282898,Strong Negative
"

kaya naman pala ubusan ng uaap opening tix, kahit sa school may scalper HAHAHAHA libre lang yan tapos binebenta niyo anlala

",0.0002539168290240923,0.0002602068695518811,0.9997335030887661,6.2900416820069695e-06,Neutral
"

how to avail uaap opening tix po? and meron pa po ba sa ue mnl?

",0.9994930145549006,0.9995020627975464,0.0004888889598078094,9.048242645803839e-06,Strong Positive
"

to uesc, any update po for the modality for tomorrow, since not everyone has the privilege to choose their mode of transportation. sana naman mafollow up po. thank you

",6.991345981077757e-05,8.61230946611613e-05,0.9998976672704885,1.6209634850383736e-05,Neutral
"

Gulong gulo na ako sa kaklase ko. Puro pakita ng motibo tapos pag na attach na ako biglang lalayo.

",-0.9999402403450404,7.307567117582051e-06,4.520468883973116e-05,0.9999474877440427,Strong Negative
"

kay kuyang mahilig umamoy ng panghe sa cr, 
alam kona mukha mo. kakaiba talaga mga cdent

",0.8838076586835086,0.8839785452541064,0.11585056776374086,0.00017088698215275678,Strong Positive
"

These are serious violations that demand immediate investigation, accountability, and protection for victims. UE cannot afford to stay silent. We call on the administration to take concrete measures: suspend that teacher while under investigation, provide safe and confidential support for victims, implement strict child protection policies, and ensure transparency in the process.

Whether the issue came from “AI” or not, and regardless of claims of innocence, child harassment and pedophilia must never be left without action.

",-0.06825637087240466,4.636481389752589e-05,0.9316508994998003,0.06830273568630219,Negative
"

I truly sympathize with the students or victims who may be affected by this situation, and I pray na magkaroon sila ng courage, healing, at strength para makapag-open up sa kanilang parents or guardians. 

At the same time, I also feel para sa mga matitinong professors and teachers na nadadamay at nagge-generalize dahil lang sa maling gawain ng iilan.

Kung may teacher na talagang gumawa ng mali, the proper step is to file a formal complaint with the school and a police report para ma-address ito properly. I believe that with a police report, the authorities will be compelled to act. Kasi kung walang official complaint, mahihirapan ang school at authorities na gumawa ng nararapat na aksyon.

If wrongdoing is proven, then accountability must follow, pero dapat ito ay nakabase sa solid evidence para maging fair ang justice both to the victims and to the teachers.

",-0.10429260246928607,1.9333134066167093e-05,0.8956687326996131,0.10431193416632067,Negative
"

Guys sa mga mahihirapan mag commute due to transport strike pwede po kayo sumabay sakin

",-0.9934251063968986,0.00305041132581026,0.0004740797697859138,0.9964755089044038,Strong Negative
"

isuspend niyo na ayoko mag defense

",-0.9999509853241761,1.8497097698855214e-05,1.2020480426144786e-05,0.999969482421875,Strong Negative
"

Hindi na nga ako inuupdate ng crush ko, pati ba naman kayo UE?

",-0.9996853332413593,0.00015468789206352085,5.290974513627589e-06,0.9998400211334229,Strong Negative
"

to #UEFW25031

pangalanan mo siya. hindi iaaccept ng freedom wall kung full name pero pwede mong gawin initials ng first and last name nya. post the screenshots too tapos iblur out mo name niya. kami na bahala hanapin siya dito.

do not let him feel safe. let him know na you have everything compiled, and the only reason he isn't outed is because you're choosing not to out him. he has no power here, YOU do. go girl! 

and to J, sana hindi mo kayanin ang clinics. tarantado ka.

",-0.006057911021343898,2.6398403861094266e-05,0.9938892921709339,0.006084309425204992,Neutral
"

ue f2f ba talaga o online bukas? paasa nanga mixed signals pa 

",0.9999287188875314,0.99995263074038,2.341423613736534e-05,2.3955023482681132e-05,Strong Positive
"

UE sana mag early announcement ka na fls kawawa naman kaming bbyahe pa huhuezz PERO serious UE pls lang

",-0.9978514809627086,0.00046587991528213024,0.001216759206727147,0.9983173608779907,Strong Negative
"

KAIRITA YUNG MGA TAONG GRADE CONSCIOUS PERO AYAW MAGEFFORT SOBRANG TAMAD! ANO KA MAGMIMILAGRO SA GRADES MO

",-0.9999386703402706,9.35440885775727e-06,4.2687916767677404e-05,0.9999479576743746,Strong Negative
"

Possible po kaya na mag ftf na tomm?? I heard po kasi na struggle po mag commute due to strike

",0.9999006770458436,0.9999138116836548,7.305367853405187e-05,1.3134637811162975e-05,Strong Positive
"

alam mo, you don’t have to be mean after we ended. alam nating dalawa na wala akong ginawang sayo for you to call me a bitch. if villainising me helps  you avoid feeling guilty for how you treated me,  then so be it. my silence was kindness, not your license to be an ass.

",-0.9998675956412626,5.551436697714962e-05,2.1375624783104286e-05,0.9999231100082397,Strong Negative
"

Let’s cheer both mens and women’s basketball team for this upcoming season 88. The support we give them boosts their ego im not much of a sports person but study says that Fan support can boost teams performance and morale and as they represent UE we should support them! LETS GO UE ⚪️


",-2.6760364562505856e-05,2.0181221610046417e-05,0.9999328771924308,4.694158595905574e-05,Neutral
"

any update po sa modality for tom?

",0.9999210370333458,0.999953031539917,1.4973953511798754e-05,3.199450657120906e-05,Strong Positive
"

Online class ba sa September 18

",0.9999125730755622,0.9999483823776245,1.580832031322643e-05,3.580930206226185e-05,Strong Positive
"

Palakasan ng mga late pero si UE kalaban mo☺️

sana walang pasok bukas, isang araw nalang pasok namin oh…kawawa naman kami

",-0.9989382209009818,6.836490602897446e-06,0.0010481843834928733,0.9989449791259042,Strong Negative
"

normal ba sa lalake na sabihin na di sila ready, after sila ang mag first move sayo ????

",-0.9998419679686776,7.589683036708605e-05,6.244361847037928e-06,0.9999178588077858,Strong Negative
"

ehem..mga engineering profs dyan

",0.9999348977671616,0.9999571610551506,2.053284791461718e-05,2.2306096934705606e-05,Strong Positive
"

PUNYETAAAAAA!!!!!!! PUMASOK AKONG ENGINEERING PARA YUMAMAN HINDI PARA MAGING PANOTTT...NABABAWASA NA LIFE SPAN KO....GALING NYO!!!

",-9.984816279029474e-05,8.889000309864059e-05,0.9997223718310124,0.00018873816588893533,Neutral
"

sana online nalang ng thursday ang hirap mag commute lalo na walang jeep simula tuesday

",-0.999581694311928,0.00020533828861271083,7.647009487705578e-06,0.9997870147018996,Strong Negative
"

ue mag announce kana ng modality para bukas, para alam ko kung mag aaral ako mwhehehe

",0.986210924176703,0.9862624274309668,0.013686056064970744,5.1516504062418066e-05,Strong Positive
"

Pakipost po ASAP hello sa crush ko M.J mag attendance kana sa math

",0.9981896946046618,0.9982577959727854,0.0016740827953718221,6.8121231842731e-05,Strong Positive
"

pwede ba? kung 'di pa pala kayo healed 'wag kayong mang-gulo ng iba

",-0.9999286762067641,3.174630812991398e-05,7.861892058347127e-06,0.9999603917998118,Strong Negative
"

I hope this message serves as constructive feedback and a call for reflection on the performance of our institution.

1. Timely and Decisive Announcements
One of the most pressing concerns is the late announcement of class suspensions, particularly during severe weather or transportation strikes. Announcements often come too late, leaving students and professors unprepared. Not everyone has the financial or logistical flexibility to adjust last minute. Since a large portion of our community commutes from far areas such as Laguna, Bulacan, Rizal, and Cavite, early decisions are not just helpful, they are necessary. Students and faculty need ample time to plan their transportation, finances, and safety. Timely announcements are not a privilege but a right.

2. Facilities and Transparency
Another concern is the quality and consistency of our facilities. Elevators are frequently out of service, escalators are often shut down, and laboratories in multiple departments (engineering, biology, psychology, medical technology, hospital management, etc.) lack the quality expected of a university with rising tuition fees. Students deserve high-quality, reliable facilities.

This brings us to transparency: where does our tuition and fees allocation go? If maintenance issues persist despite increasing payments, then it is only fair that the student body is given clear insight into how funds are distributed, especially for infrastructure and maintenance. Students should not feel they are paying for substandard materials and short-term fixes.

These issues are not isolated grievances but widely shared experiences across the university community, as seen in student groups and forums. We hope the administration takes these concerns seriously and begins implementing long-term, student-centered solutions.

",-0.25469994283412234,4.008673921335734e-05,0.7452198843536713,0.25474002890711533,Negative
"

may chubby and loud pa ba sa UE Manila? asking for a friend

",0.9461345914751291,0.9724480509757996,0.0012384895235300064,0.026313459500670433,Strong Positive
"

Wow ganern may escalators and lockers pala sa Manila Campus tapos kaming taga Cal hanggang elevator na tig dalawahan tas mainit pah sana all favorite children

",0.011181637506524567,0.011187587592249797,0.9888064620497227,5.950358027506094e-06,Neutral
"

Hi, ano rules and regulations sa hair color and piercings sa dentistry? 

1st year dent ako and I would like to dye my hair red/maroon(still thinking about what color) and yung friend ko gusto sana magpapiercing.

",0.9979867698857561,0.9980553223607298,0.0018761086666016571,6.856897266851806e-05,Strong Positive
"

Ganito pala sa college, maingay, magulo, puno ng mga tamad.

",0.9998890953575028,0.9999067783355713,7.553868636023253e-05,1.7682978068478405e-05,Strong Positive
"

‎I'm not from UE, pero i need to let you guys know about this ue dentistry clinician.
‎
‎To J. di ko na sana i ffreedom wall to, kaso what you did to my friend and to other people is not acceptable. Considering na dentists are supposed to be professionals, pero ikaw parang hindi. 
‎
‎Kinuha mong patient yung friend ko, and habang pinapasyente mo sya sa clinic, you keep on rubbing your buldge sa friend ko? And not only this, napaka persistent mo mag aya ng ""fun"". Di ka ba marunong makiramdam na ayaw sayo nung tao? Hindi ka na nya binalikan as patient kasi napaka uncomfortable ng feeling nya dahil sa mga ginawa mo. 
‎
‎Hindi lang sya ang ginanyan mo at kinulit mo, may mga nakausap pa akong taga ibang school na lagi mo rin kinukulit. 
‎
‎Sana ma karma ka. Sana hindi itolerate ng school yung mga ganyang mindset. potential r*pist behavior.

",-0.9998263028392103,8.309809617383944e-05,7.555801443582071e-06,0.9999093461023826,Strong Negative
"

I just want to speak up about the recent issue involving an SHS teacher from UE Cal. May nagsasabi pa na baka AI o inedit lang sa inspect? Be for real bro… bakit right after ng issue, biglang nag-deact, nagpalit ng name, at nagtanggal ng profile? Ganyan ba ginagawa ng mga ‘innocent’? Lol wag na kayo magpa-uto dyan. Sigurado ako na hindi lang yung nag-post ang naging biktima nyan, halatang sanay na sanay na. May MAED pa naman, tapos ganyan?

Porket yang UE, mga enabler at walang ginagawang action sa mga teacher? Make an investigation and prove na inosente nga yang mga teachers nyo, hindi yung hihintayin nyo lang mamatay yung issue na parang nothing happened katulad ng ginawa nyo dyan sa isa nyo ring teacher sa PE. And if the issue is true, nasaan na yung justice para sa mga nabiktima nyan? Kakalimutan na lang ba?

",-0.9999537679796049,1.130369829907678e-05,2.3647416498850768e-05,0.9999650488852021,Strong Negative
"

bat may pa autoCAD autoCAD pa mga engineering major, dali lng nmn eh, i canva nyo nlng

",-0.9984518107376061,0.0007549110450781882,3.836717223748565e-05,0.9992067217826843,Strong Negative
"

Mataas daw emotional intelligence pero lowkey manipulator  sinong niloko mo sis

",-0.9999297184440366,1.0557701898505911e-05,4.9166152166435495e-05,0.9999402761459351,Strong Negative
"

nakaka(t)awa na pati extension kailangan mo pang nakawin. kung 'di nahuli edi unli mine ka n'yan?

",-0.9999579884270133,1.2924506147035913e-05,1.6177202032452645e-05,0.9999708982918205,Strong Negative
"

Kung may roommate o dormmate kayo,

Kung may ka-call kayo habang nag-aaral or natutulog na ang kasama ninyo, lumabas muna para hindi makaabala!
Matuto rin sanang tumulong sa mga gawain. ang ingay at kalat na nga sa Manila. pati ba naman ikaw?!

",-0.9971278454177082,0.0005248640165938794,0.0018225211550767135,0.9976526148283295,Strong Negative
"

Until when po ba yung PME? Lagi akong nacu-cut off. Pangit kasi ng sched ko huhu lunch lang ang vacant tapos 4:30 pm ang end ng class sa hapon. TYIA!

",-0.6733794618630782,7.50016188248992e-05,0.326470534899272,0.6734544634819031,Strong Negative
"

LF: kasama mag transfer ng school haha dent freshie here super mahal pala talaga ng dentistry naaawa na ko sa magulang ko (1st yr pa lang what more pa in the future)

",-0.00041652825893834233,0.0008673144399216957,0.9978488428718619,0.0012838426882164238,Neutral
"

Its been 2 months after college graduation and napapaisip ako, ""Bakit kasi ako nag UE"". 

I can't accept the fact that after 4 long years of hard work, eh ganun ganun lang yung pag organize ng graduation. It was supposed to be one of the memorable moments in my life, pero hindi. Mas maganda pa yung pag design namin sa classroom namin dati kesa sa event eh!

Idk kung ganun talaga sila lagi or malas lang talaga yung batch namin eh.

Ang dami kong nareceive na bad comments about this university, pero pinush thru ko parin because I wanted to prove them wrong. Pero I guess they were all right.

Sana mag improve kayo UE. We students deserve a memorable graduation. Kaya kung may chance kayo lumipat, lumipat na kayo. Don't make the same mistake as me. Peace out. 

- UE mnl alumni

",-0.0024511943784091272,1.041528503264999e-05,0.9975279750515256,0.0024616096634417772,Neutral
"

Lately I feel like I'm losing myself. I've been noticing things about how I act that I don't like, and I find myself getting frustrated with me. I have friends I could talk to, but I tend to keep it to myself. I don't really know what to do.

",-0.9961061637359307,7.851842935644123e-06,0.003878177898508648,0.9961139702585557,Strong Negative
"

Not from ue pero may nakasabay ako sa lrt na taga dentistry suggestion lang pakilakihan naman mga nameplate niyo di ko mabasa pangalan  ang bango ng katabi ko kanina. sa marikina station siya bumaba sino yun plz naka gray bag siya hihi 

",0.999905819317064,0.9999316930770874,4.243316288921051e-05,2.587376002338715e-05,Strong Positive
"

Is it really THAT hard to move quietly while someone is resting/sleeping? 

Hi to my ignorant dormmate! Will never understand how you were never taught of basic respect for people trying to rest .

To future/current dormers, PLEASE have some consideration and respect naman. You can be as loud as you want all day but not when someone is trying to sleep. It really affects someone’s performance sa school e. Tho, I understand that it’s a dormitory pero shouldn’t people atleast learn basic etiquette when they’re staying with others? Can’t believe I even have to rant about this. Basic na nga lang, di pa alam.

",-0.004189798310108017,2.8827990840425994e-05,0.9957525458226205,0.004218626186539011,Neutral
"

#UEFW24887 I think I also saw that FW here.

It’s honestly concerning to see student leaders acting this way. I won’t mention the org here in UE, but I believe that representative was from CBA. You’re in that position because people saw your potential to lead — so show us that potential, not the nasty personality and character you’ve been putting on display.

To everyone who sees this: please do better. Be mindful and think before you post or reply.

",8.959652404882945e-06,3.396797546884045e-05,0.9999410237014672,2.5008323063957505e-05,Neutral
"

anong class modalities po bukas sep 18 2025?

",0.9998989994674048,0.9999430179595947,1.296354821533896e-05,4.401849218993448e-05,Strong Positive
"

wala ba talagang matalino na pogi with good sense of humor and hindi racist/homophobic/apolitical sa BSIT hahahahahahaha saan ba makakahanap ng ganyan is that too much to ask for

",-0.9999453889613505,2.1590065443888307e-05,1.14309077616781e-05,0.9999669790267944,Strong Negative
"

bakit walang pa queens of the court nung uaap season 86 ang ue dawn? hmp edi sana may wallpaper ako ngayon nung crush kong umalis na

",0.9775374997407198,0.9887500405311584,3.7418678402900696e-05,0.011212540790438652,Strong Positive
"

hahahaha cba seniors yan? binabackstab yung mga freshies sa gc nila?

",-0.9999138649982342,3.9285750972339883e-05,7.563499821117148e-06,0.9999531507492065,Strong Negative
"

Hello to my gwapong crushieee ohmyhush!!! we're classmates from 1st year and 2nd year! I'm also an architecture student. It’s only now that I’ve had the courage to admit that I liked you—but I found out you had a girlfriend, haha.Even now, I still like you kayaaaa!! I know you remembered me because grrrr we used to talk sometimes. But that ended when I had to transfer schools due to personal reasons : ((  Now we’re in 4th year—my gosh, I still like you pa rin kaya! And you still haven’t broken up with your girlfriend?! kimiii lang bhieeee.
I saw you earlier walking around Monumento with your friends. Gosh, you still look so handsome, even from afar (landeeeeee!?!?!?) I miss your laugh... Huhuhubels.

#WAITINGFORU
#Crushmebackna!!!!

",-0.003854765025607776,1.5865611203480512e-05,0.9961135037519853,0.0038706306368112564,Neutral
"

ang r-redflag ng mga taga UE hilig nyo mangupal! karmahin sana kayo oi

",-0.9999396082766907,1.5211402569548227e-05,2.9968918170197867e-05,0.9999548196792603,Strong Negative
"

Hellooo, does anyone know kung paano pumunta from UE Cal to España?? 

- nagc-commute na student

",0.9998563013432431,0.9999227471111659,1.0801852056296474e-05,6.645103677781908e-05,Strong Positive
"

Pa rant lang guys. Ang unfair lang na yung mga cheaters sa exam and quizzes yung may academic award instead of students na deserve naman talaga. And please don’t say na you don’t have evidence to support the claim kasi hindi naman pwedeng kuhanan ng picture mga yon during exam dahil ako naman ang malalagot. Half of the class alam na nag c-cheat kayo

",-0.9996030792199235,6.331542471913111e-06,0.0003843194916741151,0.999609348965854,Strong Negative
"

Sino ba 'tong nagkalat ng kawalanghiyaan sa teacher ng shs. UTUT MO BOI!!!. Sino ba maniniwala sayo?? eh kung totoong pinatulan ng teach na 'yon ung pagkasira-olo mo, hindi ba't dapat deretso sa mga kinauukulan ang sumbong??? may ss ka palang poorly-edited eh, deretso mo na sa principal. SAMA MO PA SI BTTD! Additionally, sana sa susunod pakigandahan naman ung edit ha, nag-effort ka nga, muntae naman! . Yayariin kita pag nakilala kita!!!

",-0.9997994426266814,5.709789434524641e-06,0.00018915763564344195,0.999805132574922,Strong Negative
"

shoutout sa lalaking feeling pogi dyan! porket lahat ng babae nilalapitan ka, sa tingin mo pwede ka na mag loko dyan? mag aral ka muna oy 

",-0.9999450793311553,2.130364871845744e-05,1.2335570044252627e-05,0.9999663607812372,Strong Negative
"

R.G.
Bukod sa napakaingay sa classroom netong isip batang graduate na dapat, balita ko assaulter at pedophile pa. Kaya pala ganyan ka inbred ka pala.

",-0.9997375887905946,0.0001236515950370959,1.5118782194839673e-05,0.999861229622768,Strong Negative
"

Bakit may mga professor na lalaki galit sa maganda? #dent

",-0.9999412958841276,2.4729466415914307e-05,9.323404991013934e-06,0.9999659471285931,Strong Negative
"

Ganto pala sa UE Caloocan. Maputik, madamo, may linta, may higad, may anay, may mga HAYOP. Sana sinabi nyo zoo pinasukan ko.

",0.3479212522506714,0.5889295339584351,0.17006218433380127,0.24100828170776367,Positive
"

bakit parang dumadami na po yung mga pogi sa ue? pede po makahingi isa hehe

",-0.3614303171634674,0.319185346364975,0.0001989901065826416,0.6806156635284424,Negative
"

reply to #UEFW16174

hi po and thank youuu! pagpapatuloy po namin sa makakaya namin! good luck classmate!

",-6.869646313134581e-06,2.34828930842923e-05,0.9999461645675183,3.035253939742688e-05,Neutral
"

alam ko namang kaklase lang ako, pero sana ma baby 

",-0.7743833288550377,0.1127786389965763,5.940885482725223e-05,0.8871619521485965,Strong Negative
"

yeshua’s daughter pang nalalaman na parang di mang aagaw ng bf

",-0.9999262199598888,3.31296723743435e-05,7.520695362472907e-06,0.9999593496322632,Strong Negative
"

PAKIPOST TO ADMIN PLS

Had a complicated relationship with someone na taga UE. At this point naniniwala ako na lahat ng lalake playboy. Mga hayok sa babae! di makuntento sa isa. Yung mga matinong lalake dyan, mga di naman nagcocommit?! BE A MAN JUSKO. GUSTO NIYO ATA BABAE PA MANLIGAW AND MAG EFFORT SAINYO. MGA NO BALLS.

",-0.9991226085276139,9.130611942964606e-06,0.0008591302485001506,0.9991317391395569,Strong Negative
"

Yung section sa 411 talaga yung pinaka makulit I NEVER KNOW na ganun sila…kala ko pa naman cute lang siya tas tahimik

",-0.00016008089187380392,1.1461376770738399e-05,0.9998169963669097,0.0001715422563195369,Neutral
"

live laugh love cpe student, I guess nasa computer engineering ang true love????

",-0.9999020673340056,1.2101977517886553e-05,7.372871095867595e-05,0.9999141693115234,Strong Negative
"

kakaloka friend ko and for sure madami din sainyo yung ganito. madami nagkaka gusto sa kaniya. tapos pag may umamin or binigyan siya ng gift, wala na nag iinarte na. ayaw daw niya sa ganon. ayaw na daw niya. pero tuwing gabi grabe maka ""sana magkajowa na ko"". beh may dumadating, ikaw jan ang hindi nag wewelcome HAHAHAHAHAHA

",-0.9805022244581778,1.3017164176308705e-05,0.019471784199942808,0.9805151986358809,Strong Negative
"

To add po sa poging taga ue sa lrt,  kay kuyang nakasama ko from legarda station to cubao kaninang alas tres ng hapon. Kahit medyo may pagka liit ka ay ang lakas naman ng dating mo at mabango. Shoutout po sayo kuyang naka ue tshirt na may nakalagay na Baui at number 29 sa likod.

",0.005301428317579848,0.005314171207334501,0.9946730853317176,1.2743460947918628e-05,Neutral
"

Cheater person and enabler na mga kaibigan specially yun bff na babae

",0.9962631691105344,0.9962795108949378,0.003704120538271677,1.636856679049552e-05,Strong Positive
"

Araw-araw nalang sinusubukan talaga ni UE pasensya ko.

",0.9003704488277435,0.9485122186022166,0.0033459759855605856,0.048141805412222884,Strong Positive
"

Nung 2023 may naka usap ako na IT, 1 week kami nag talk and sa pag uusap, namin gusto nya na may gawin kami (alam nyo na yun) and ayaw ko, then nag ask ako sa kanya kung body ko lang ba ang want sya, hindi na sya nag  reply nun. After months may kausap na ulit ako hindi na sya tiga UE, Nag kasalubong kami sa LB, gusto syang suntukin. after weeks inopen ko main acc ko sa ig, and gulat ako nag dm pala sya sa akin so I respect my ka talking stage (bf ko na now) blinock ko yung guy.

",-0.0021684420717065223,1.3159406080376357e-05,0.9978052391161327,0.0021816014777868986,Neutral
"

ilang weeks na lumipas pero wag natin kalimutan yung cba student na cheater at puro utang sa ex WHAHAHAHAHAHHA

",-0.9997694782286999,0.00011250457464484498,5.5126220104284585e-06,0.9998819828033447,Strong Negative
"

a reply to #UEFW24919. 
supposedly kasi next week exam week na para last week ng september is foundation week. as usual, wala naman pake ang school kung taga saan ka and kung maaapektuhan ba talaga transpo ng lahat. magiging asynch or sync ba the whole week? possible. pero hindi sa lahat.

",-0.9667954375618137,0.00012541509931907058,0.03295373223954812,0.9669208526611328,Strong Negative
"

malala yung nagleader ka lang once tas ineexpect na ikaw nalang leader palagi akala ko hanggang senior high lang ugali na ganyan

",-0.9619696857407689,0.01418583264814307,0.00965872332297821,0.9761554440288788,Strong Negative
"

To Shane! I am forever haunted by the memory of a future that was never ours.

",-0.9905368795152754,0.0006267318581035495,0.008209717884758664,0.9911635502571378,Strong Negative
